"grade","latlong","longitude","latitude","2005","2010","2015","stu_2015_2010","stu_2015_2005","stu_2015_2010_abs","stu_2015_2005_abs","name","address"
8,"42.378 -71.040","-71.040","42.378",274,187,148,-39,-126,39,126,"Boston - Mario Umana Middle School Academy","312 Border St, East Boston, MA 02128"
8,"42.378 -71.064","-71.064","42.378",0,37,47,10,47,10,47,"Boston - Warren-Prescott","50 School Street, Charlestown, MA 02129"
8,"42.379 -71.066","-71.066","42.379",173,105,168,63,-5,63,5,"Boston - Clarence R Edwards Middle","28 Walker Street, Charlestown, MA 02129"
8,"42.382 -71.018","-71.018","42.382",0,50,102,52,102,52,102,"Excel Academy Charter - Excel Academy Charter School","58 Moore Street, East Boston, MA 02128"
8,"42.390 -71.027","-71.027","42.390",40,59,88,29,48,29,48,"Boston - Donald Mckay","122 Cottage Street, East Boston, MA 02128"
9,"42.246 -71.131","-71.131","42.246",50,49,52,3,2,3,2,"Academy Of the Pacific Rim Charter Public (District) - Academy Of the Pacific Rim Charter Public School","1 Westinghouse Plaza, Hyde Park, MA 02136"
9,"42.254 -71.123","-71.123","42.254",0,56,75,19,75,19,75,"Boston Preparatory Charter Public - Boston Preparatory Charter Public School","1286 Hyde Park Avenue, Hyde Park, MA 02136"
9,"42.262 -71.117","-71.117","42.262",642,455,327,-128,-315,128,315,"Boston - The Engineering School","655 Metropolitan Avenue, Hyde Park, MA 02136"
9,"42.281 -71.069","-71.069","42.281",0,0,71,71,71,71,71,"Boston - Harbor School","18 Croftland Av  , Dorchester, MA 02124"
9,"42.281 -71.080","-71.080","42.281",41,35,175,140,134,140,134,"Boston - Boston International  High School","100 Maxwell St, Dorchester, MA 02124"
9,"42.281 -71.121","-71.121","42.281",71,0,0,0,-71,0,71,"Frederick Douglass Charter - Frederick Douglass Charter School","190 Cummins Highway,Roslindale,MA,02131"
9,"42.282 -71.174","-71.174","42.282",517,393,277,-116,-240,116,240,"Boston - West Roxbury Academy","1205 V.F.W. Parkway, West Roxbury, MA 02132"
9,"42.285 -71.075","-71.075","42.285",280,94,0,-94,-280,94,280,"Boston - TechBoston Upper Academy","9 Peacevale Road, Dorchester, MA 02124"
9,"42.287 -71.076","-71.076","42.287",0,0,168,168,168,168,168,"Boston - TechBoston Academy","9 Peacevale Road, Dorchester, MA 02124"
9,"42.296 -71.072","-71.072","42.296",34,53,49,-4,15,4,15,"Codman Academy Charter Public (District) - Codman Academy Charter Public School","637 Washington Street, Dorchester, MA 02124"
9,"42.300 -71.061","-71.061","42.300",0,257,191,-66,191,66,191,"Boston - Dorchester Academy","11 Charles St, Dorchester, MA 02125"
9,"42.306 -71.108","-71.108","42.306",371,225,192,-33,-179,33,179,"Boston - The English High","144 McBride Street, Jamaica Plain, MA 02130"
9,"42.307 -71.081","-71.081","42.307",263,282,201,-81,-62,81,62,"Boston - Jeremiah E Burke High","60 Washington Street, Dorchester, MA 02121"
9,"42.307 -71.113","-71.113","42.307",0,0,84,84,84,84,84,"Boston - Margarita Muniz Academy","20 Child Street, Boston, MA 02130"
9,"42.308 -71.103","-71.103","42.308",10,5,8,3,-2,3,2,"Boston - Community Academy","25 Glen Road, Jamaica Plain, MA 02130"
9,"42.314 -71.099","-71.099","42.314",15,7,7,0,-8,0,8,"Boston - Greater Egleston Community High School","80 School St, Roxbury, MA 02119"
9,"42.316 -71.084","-71.084","42.316",302,316,336,20,34,20,34,"Boston - Boston Latin Academy","205 Townsend Street, Dorchester, MA 02121"
9,"42.321 -71.060","-71.060","42.321",37,50,86,36,49,36,49,"Boston Collegiate Charter (District) - Boston Collegiate Charter School","11 Mayhew Street, Dorchester, MA 02125"
9,"42.323 -71.087","-71.087","42.323",174,130,109,-21,-65,21,65,"City on a Hill Charter Public School Circuit Street (District) - City on a Hill Charter Public School Circuit Street","58 Circuit Street, Roxbury, MA 02119"
9,"42.327 -71.081","-71.081","42.327",80,42,79,37,-1,37,1,"Boston Day and Evening Academy Charter - Boston Day and Evening Academy Charter School","20 Kearsarge Ave, Roxbury, MA 02119"
9,"42.329 -71.086","-71.086","42.329",485,423,158,-265,-327,265,327,"Boston - Madison Park High","75 Malcolm X Blvd, Roxbury, MA 02120"
9,"42.331 -71.082","-71.082","42.331",0,0,137,137,137,137,137,"City on a Hill Charter Public School Dudley Square (District) - City on a Hill Charter Public School Dudley Square","2181 Washington Street, Roxbury , MA 02119"
9,"42.331 -71.088","-71.088","42.331",263,328,323,-5,60,5,60,"Boston - OBryant School Math/Science","55 Malcolm X Blvd, Roxbury, MA 02120"
9,"42.332 -71.044","-71.044","42.332",285,180,0,-180,-285,180,285,"Boston - Odyssey High School","95 G Street, South Boston, MA 02127"
9,"42.337 -71.101","-71.101","42.337",438,413,448,35,10,35,10,"Boston - Boston Latin","78 Avenue Louis Pasteur, Boston, MA 02115"
9,"42.340 -71.084","-71.084","42.340",2,1,3,2,1,2,1,"Boston - Carter Develop Day Care","396 Northampton Street, Boston, MA 02118"
9,"42.340 -71.094","-71.094","42.340",73,42,104,62,31,62,31,"Edward M. Kennedy Academy for Health Careers - Edward M. Kennedy Academy for Health Careers","360 Huntington Avenue, c/o 102 Cahners Hall, Boston, MA 02115"
9,"42.344 -71.073","-71.073","42.344",64,73,43,-30,-21,30,21,"Boston - William McKinley","90 Warren Avenue, Boston, MA 02116"
9,"42.346 -71.094","-71.094","42.346",175,192,183,-9,8,9,8,"Boston - Fenway High School","174 Ipswich Street, Boston, MA 02215"
9,"42.348 -71.068","-71.068","42.348",3,2,0,-2,-3,2,3,"Boston - Boston Adult Academy","20 Church St, Back Bay, MA 02116"
9,"42.348 -71.069","-71.069","42.348",56,65,45,-20,-11,20,11,"Boston - Quincy Upper School","152 Arlington Street, Boston, MA 02116"
9,"42.349 -71.145","-71.145","42.349",353,315,231,-84,-122,84,122,"Boston - Brighton High","25 Warren Street, Brighton, MA 02135"
9,"42.350 -71.077","-71.077","42.350",172,118,140,22,-32,22,32,"Boston - Snowden International School at Copley","150 Newbury Street, Boston, MA 02116"
9,"42.350 -71.145","-71.145","42.350",70,49,133,84,63,84,63,"Boston - Another Course To College","20 Warren Street, Brighton, MA 02135"
9,"42.351 -71.137","-71.137","42.351",4,6,6,0,2,0,2,"Boston - Horace Mann School for the Deaf","40 Armington  Street, Allston, MA 02134"
9,"42.352 -71.120","-71.120","42.352",96,72,91,19,-5,19,5,"Media and Technology Charter - Media and Technology Charter School","1001 Commonwealth Avenue, Boston, MA 02215"
9,"42.352 -71.160","-71.160","42.352",0,18,31,13,31,13,31,"Boston - Lyon Upper 9-12","95 Beechcroft Street, Brighton, MA 02135"
9,"42.380 -71.034","-71.034","42.380",444,386,464,78,20,78,20,"Boston - East Boston High","86 White Street, East Boston, MA 02128"
9,"42.380 -71.060","-71.060","42.380",379,224,277,53,-102,53,102,"Boston - Charlestown High","240 Medford Street, Charlestown, MA 02129"
10,"42.246 -71.131","-71.131","42.246",30,49,56,7,26,7,26,"Academy Of the Pacific Rim Charter Public (District) - Academy Of the Pacific Rim Charter Public School","1 Westinghouse Plaza, Hyde Park, MA 02136"
10,"42.254 -71.123","-71.123","42.254",0,27,53,26,53,26,53,"Boston Preparatory Charter Public - Boston Preparatory Charter Public School","1286 Hyde Park Avenue, Hyde Park, MA 02136"
10,"42.262 -71.117","-71.117","42.262",505,438,327,-111,-178,111,178,"Boston - The Engineering School","655 Metropolitan Avenue, Hyde Park, MA 02136"
10,"42.281 -71.069","-71.069","42.281",0,0,22,22,22,22,22,"Boston - Harbor School","18 Croftland Av  , Dorchester, MA 02124"
10,"42.281 -71.080","-71.080","42.281",61,56,82,26,21,26,21,"Boston - Boston International  High School","100 Maxwell St, Dorchester, MA 02124"
10,"42.281 -71.121","-71.121","42.281",54,0,0,0,-54,0,54,"Frederick Douglass Charter - Frederick Douglass Charter School","190 Cummins Highway,Roslindale,MA,02131"
10,"42.282 -71.174","-71.174","42.282",314,314,244,-70,-70,70,70,"Boston - West Roxbury Academy","1205 V.F.W. Parkway, West Roxbury, MA 02132"
10,"42.285 -71.075","-71.075","42.285",220,120,0,-120,-220,120,220,"Boston - TechBoston Upper Academy","9 Peacevale Road, Dorchester, MA 02124"
10,"42.287 -71.076","-71.076","42.287",0,0,153,153,153,153,153,"Boston - TechBoston Academy","9 Peacevale Road, Dorchester, MA 02124"
10,"42.296 -71.072","-71.072","42.296",30,27,40,13,10,13,10,"Codman Academy Charter Public (District) - Codman Academy Charter Public School","637 Washington Street, Dorchester, MA 02124"
10,"42.300 -71.061","-71.061","42.300",0,175,170,-5,170,5,170,"Boston - Dorchester Academy","11 Charles St, Dorchester, MA 02125"
10,"42.306 -71.108","-71.108","42.306",320,213,111,-102,-209,102,209,"Boston - The English High","144 McBride Street, Jamaica Plain, MA 02130"
10,"42.307 -71.081","-71.081","42.307",198,180,126,-54,-72,54,72,"Boston - Jeremiah E Burke High","60 Washington Street, Dorchester, MA 02121"
10,"42.307 -71.113","-71.113","42.307",0,0,72,72,72,72,72,"Boston - Margarita Muniz Academy","20 Child Street, Boston, MA 02130"
10,"42.308 -71.103","-71.103","42.308",8,16,14,-2,6,2,6,"Boston - Community Academy","25 Glen Road, Jamaica Plain, MA 02130"
10,"42.314 -71.099","-71.099","42.314",10,18,42,24,32,24,32,"Boston - Greater Egleston Community High School","80 School St, Roxbury, MA 02119"
10,"42.316 -71.084","-71.084","42.316",247,313,297,-16,50,16,50,"Boston - Boston Latin Academy","205 Townsend Street, Dorchester, MA 02121"
10,"42.321 -71.060","-71.060","42.321",22,46,83,37,61,37,61,"Boston Collegiate Charter (District) - Boston Collegiate Charter School","11 Mayhew Street, Dorchester, MA 02125"
10,"42.323 -71.087","-71.087","42.323",87,61,75,14,-12,14,12,"City on a Hill Charter Public School Circuit Street (District) - City on a Hill Charter Public School Circuit Street","58 Circuit Street, Roxbury, MA 02119"
10,"42.327 -71.081","-71.081","42.327",17,58,33,-25,16,25,16,"Boston Day and Evening Academy Charter - Boston Day and Evening Academy Charter School","20 Kearsarge Ave, Roxbury, MA 02119"
10,"42.329 -71.086","-71.086","42.329",437,378,277,-101,-160,101,160,"Boston - Madison Park High","75 Malcolm X Blvd, Roxbury, MA 02120"
10,"42.331 -71.082","-71.082","42.331",0,0,55,55,55,55,55,"City on a Hill Charter Public School Dudley Square (District) - City on a Hill Charter Public School Dudley Square","2181 Washington Street, Roxbury , MA 02119"
10,"42.331 -71.088","-71.088","42.331",265,235,298,63,33,63,33,"Boston - OBryant School Math/Science","55 Malcolm X Blvd, Roxbury, MA 02120"
10,"42.332 -71.044","-71.044","42.332",186,176,0,-176,-186,176,186,"Boston - Odyssey High School","95 G Street, South Boston, MA 02127"
10,"42.337 -71.101","-71.101","42.337",421,423,395,-28,-26,28,26,"Boston - Boston Latin","78 Avenue Louis Pasteur, Boston, MA 02115"
10,"42.340 -71.084","-71.084","42.340",1,1,3,2,2,2,2,"Boston - Carter Develop Day Care","396 Northampton Street, Boston, MA 02118"
10,"42.340 -71.094","-71.094","42.340",45,76,94,18,49,18,49,"Edward M. Kennedy Academy for Health Careers - Edward M. Kennedy Academy for Health Careers","360 Huntington Avenue, c/o 102 Cahners Hall, Boston, MA 02115"
10,"42.344 -71.073","-71.073","42.344",94,75,54,-21,-40,21,40,"Boston - William McKinley","90 Warren Avenue, Boston, MA 02116"
10,"42.346 -71.094","-71.094","42.346",167,188,207,19,40,19,40,"Boston - Fenway High School","174 Ipswich Street, Boston, MA 02215"
10,"42.348 -71.068","-71.068","42.348",4,16,0,-16,-4,16,4,"Boston - Boston Adult Academy","20 Church St, Back Bay, MA 02116"
10,"42.348 -71.069","-71.069","42.348",59,61,56,-5,-3,5,3,"Boston - Quincy Upper School","152 Arlington Street, Boston, MA 02116"
10,"42.349 -71.145","-71.145","42.349",374,249,251,2,-123,2,123,"Boston - Brighton High","25 Warren Street, Brighton, MA 02135"
10,"42.350 -71.077","-71.077","42.350",129,113,88,-25,-41,25,41,"Boston - Snowden International School at Copley","150 Newbury Street, Boston, MA 02116"
10,"42.350 -71.145","-71.145","42.350",63,52,143,91,80,91,80,"Boston - Another Course To College","20 Warren Street, Brighton, MA 02135"
10,"42.351 -71.137","-71.137","42.351",0,8,8,0,8,0,8,"Boston - Horace Mann School for the Deaf","40 Armington  Street, Allston, MA 02134"
10,"42.352 -71.120","-71.120","42.352",38,67,76,9,38,9,38,"Media and Technology Charter - Media and Technology Charter School","1001 Commonwealth Avenue, Boston, MA 02215"
10,"42.352 -71.160","-71.160","42.352",0,0,35,35,35,35,35,"Boston - Lyon Upper 9-12","95 Beechcroft Street, Brighton, MA 02135"
10,"42.380 -71.034","-71.034","42.380",434,334,387,53,-47,53,47,"Boston - East Boston High","86 White Street, East Boston, MA 02128"
10,"42.380 -71.060","-71.060","42.380",332,213,200,-13,-132,13,132,"Boston - Charlestown High","240 Medford Street, Charlestown, MA 02129"
11,"42.246 -71.131","-71.131","42.246",25,44,58,14,33,14,33,"Academy Of the Pacific Rim Charter Public (District) - Academy Of the Pacific Rim Charter Public School","1 Westinghouse Plaza, Hyde Park, MA 02136"
11,"42.254 -71.123","-71.123","42.254",0,15,45,30,45,30,45,"Boston Preparatory Charter Public - Boston Preparatory Charter Public School","1286 Hyde Park Avenue, Hyde Park, MA 02136"
11,"42.262 -71.117","-71.117","42.262",441,422,384,-38,-57,38,57,"Boston - The Engineering School","655 Metropolitan Avenue, Hyde Park, MA 02136"
11,"42.281 -71.069","-71.069","42.281",0,0,32,32,32,32,32,"Boston - Harbor School","18 Croftland Av  , Dorchester, MA 02124"
11,"42.281 -71.080","-71.080","42.281",39,85,66,-19,27,19,27,"Boston - Boston International  High School","100 Maxwell St, Dorchester, MA 02124"
11,"42.282 -71.174","-71.174","42.282",289,313,297,-16,8,16,8,"Boston - West Roxbury Academy","1205 V.F.W. Parkway, West Roxbury, MA 02132"
11,"42.285 -71.075","-71.075","42.285",162,86,0,-86,-162,86,162,"Boston - TechBoston Upper Academy","9 Peacevale Road, Dorchester, MA 02124"
11,"42.287 -71.076","-71.076","42.287",0,0,138,138,138,138,138,"Boston - TechBoston Academy","9 Peacevale Road, Dorchester, MA 02124"
11,"42.296 -71.072","-71.072","42.296",21,27,25,-2,4,2,4,"Codman Academy Charter Public (District) - Codman Academy Charter Public School","637 Washington Street, Dorchester, MA 02124"
11,"42.300 -71.061","-71.061","42.300",0,243,194,-49,194,49,194,"Boston - Dorchester Academy","11 Charles St, Dorchester, MA 02125"
11,"42.306 -71.108","-71.108","42.306",283,164,121,-43,-162,43,162,"Boston - The English High","144 McBride Street, Jamaica Plain, MA 02130"
11,"42.307 -71.081","-71.081","42.307",175,184,151,-33,-24,33,24,"Boston - Jeremiah E Burke High","60 Washington Street, Dorchester, MA 02121"
11,"42.307 -71.113","-71.113","42.307",0,0,73,73,73,73,73,"Boston - Margarita Muniz Academy","20 Child Street, Boston, MA 02130"
11,"42.308 -71.103","-71.103","42.308",7,14,13,-1,6,1,6,"Boston - Community Academy","25 Glen Road, Jamaica Plain, MA 02130"
11,"42.314 -71.099","-71.099","42.314",21,22,38,16,17,16,17,"Boston - Greater Egleston Community High School","80 School St, Roxbury, MA 02119"
11,"42.316 -71.084","-71.084","42.316",271,294,266,-28,-5,28,5,"Boston - Boston Latin Academy","205 Townsend Street, Dorchester, MA 02121"
11,"42.321 -71.060","-71.060","42.321",17,29,70,41,53,41,53,"Boston Collegiate Charter (District) - Boston Collegiate Charter School","11 Mayhew Street, Dorchester, MA 02125"
11,"42.323 -71.087","-71.087","42.323",52,46,51,5,-1,5,1,"City on a Hill Charter Public School Circuit Street (District) - City on a Hill Charter Public School Circuit Street","58 Circuit Street, Roxbury, MA 02119"
11,"42.327 -71.081","-71.081","42.327",138,75,102,27,-36,27,36,"Boston Day and Evening Academy Charter - Boston Day and Evening Academy Charter School","20 Kearsarge Ave, Roxbury, MA 02119"
11,"42.329 -71.086","-71.086","42.329",421,313,240,-73,-181,73,181,"Boston - Madison Park High","75 Malcolm X Blvd, Roxbury, MA 02120"
11,"42.331 -71.088","-71.088","42.331",203,216,264,48,61,48,61,"Boston - OBryant School Math/Science","55 Malcolm X Blvd, Roxbury, MA 02120"
11,"42.332 -71.044","-71.044","42.332",157,187,0,-187,-157,187,157,"Boston - Odyssey High School","95 G Street, South Boston, MA 02127"
11,"42.337 -71.101","-71.101","42.337",385,389,415,26,30,26,30,"Boston - Boston Latin","78 Avenue Louis Pasteur, Boston, MA 02115"
11,"42.340 -71.084","-71.084","42.340",2,3,5,2,3,2,3,"Boston - Carter Develop Day Care","396 Northampton Street, Boston, MA 02118"
11,"42.340 -71.094","-71.094","42.340",39,47,74,27,35,27,35,"Edward M. Kennedy Academy for Health Careers - Edward M. Kennedy Academy for Health Careers","360 Huntington Avenue, c/o 102 Cahners Hall, Boston, MA 02115"
11,"42.344 -71.073","-71.073","42.344",50,60,59,-1,9,1,9,"Boston - William McKinley","90 Warren Avenue, Boston, MA 02116"
11,"42.346 -71.094","-71.094","42.346",164,186,203,17,39,17,39,"Boston - Fenway High School","174 Ipswich Street, Boston, MA 02215"
11,"42.348 -71.068","-71.068","42.348",50,53,58,5,8,5,8,"Boston - Boston Adult Academy","20 Church St, Back Bay, MA 02116"
11,"42.348 -71.069","-71.069","42.348",25,39,52,13,27,13,27,"Boston - Quincy Upper School","152 Arlington Street, Boston, MA 02116"
11,"42.349 -71.145","-71.145","42.349",328,292,233,-59,-95,59,95,"Boston - Brighton High","25 Warren Street, Brighton, MA 02135"
11,"42.350 -71.077","-71.077","42.350",51,102,93,-9,42,9,42,"Boston - Snowden International School at Copley","150 Newbury Street, Boston, MA 02116"
11,"42.350 -71.145","-71.145","42.350",51,53,136,83,85,83,85,"Boston - Another Course To College","20 Warren Street, Brighton, MA 02135"
11,"42.351 -71.137","-71.137","42.351",8,13,1,-12,-7,12,7,"Boston - Horace Mann School for the Deaf","40 Armington  Street, Allston, MA 02134"
11,"42.352 -71.120","-71.120","42.352",24,37,54,17,30,17,30,"Media and Technology Charter - Media and Technology Charter School","1001 Commonwealth Avenue, Boston, MA 02215"
11,"42.352 -71.160","-71.160","42.352",0,0,36,36,36,36,36,"Boston - Lyon Upper 9-12","95 Beechcroft Street, Brighton, MA 02135"
11,"42.358 -71.061","-71.061","42.358",1,0,0,0,-1,0,1,"Boston - Young Adult Center","PEMBERTON SQUARE, Boston, Massachusetts 02108"
11,"42.380 -71.034","-71.034","42.380",270,274,291,17,21,17,21,"Boston - East Boston High","86 White Street, East Boston, MA 02128"
11,"42.380 -71.060","-71.060","42.380",216,194,224,30,8,30,8,"Boston - Charlestown High","240 Medford Street, Charlestown, MA 02129"
12,"42.246 -71.131","-71.131","42.246",27,33,47,14,20,14,20,"Academy Of the Pacific Rim Charter Public (District) - Academy Of the Pacific Rim Charter Public School","1 Westinghouse Plaza, Hyde Park, MA 02136"
12,"42.254 -71.123","-71.123","42.254",0,0,44,44,44,44,44,"Boston Preparatory Charter Public - Boston Preparatory Charter Public School","1286 Hyde Park Avenue, Hyde Park, MA 02136"
12,"42.262 -71.117","-71.117","42.262",502,371,315,-56,-187,56,187,"Boston - The Engineering School","655 Metropolitan Avenue, Hyde Park, MA 02136"
12,"42.281 -71.080","-71.080","42.281",0,26,58,32,58,32,58,"Boston - Boston International  High School","100 Maxwell St, Dorchester, MA 02124"
12,"42.282 -71.174","-71.174","42.282",256,302,221,-81,-35,81,35,"Boston - West Roxbury Academy","1205 V.F.W. Parkway, West Roxbury, MA 02132"
12,"42.285 -71.075","-71.075","42.285",138,77,0,-77,-138,77,138,"Boston - TechBoston Upper Academy","9 Peacevale Road, Dorchester, MA 02124"
12,"42.287 -71.076","-71.076","42.287",0,0,128,128,128,128,128,"Boston - TechBoston Academy","9 Peacevale Road, Dorchester, MA 02124"
12,"42.296 -71.072","-71.072","42.296",20,19,29,10,9,10,9,"Codman Academy Charter Public (District) - Codman Academy Charter Public School","637 Washington Street, Dorchester, MA 02124"
12,"42.300 -71.061","-71.061","42.300",0,132,166,34,166,34,166,"Boston - Dorchester Academy","11 Charles St, Dorchester, MA 02125"
12,"42.306 -71.108","-71.108","42.306",281,186,133,-53,-148,53,148,"Boston - The English High","144 McBride Street, Jamaica Plain, MA 02130"
12,"42.307 -71.081","-71.081","42.307",181,129,149,20,-32,20,32,"Boston - Jeremiah E Burke High","60 Washington Street, Dorchester, MA 02121"
12,"42.308 -71.103","-71.103","42.308",10,18,27,9,17,9,17,"Boston - Community Academy","25 Glen Road, Jamaica Plain, MA 02130"
12,"42.314 -71.099","-71.099","42.314",37,46,113,67,76,67,76,"Boston - Greater Egleston Community High School","80 School St, Roxbury, MA 02119"
12,"42.316 -71.084","-71.084","42.316",201,257,275,18,74,18,74,"Boston - Boston Latin Academy","205 Townsend Street, Dorchester, MA 02121"
12,"42.321 -71.060","-71.060","42.321",20,31,57,26,37,26,37,"Boston Collegiate Charter (District) - Boston Collegiate Charter School","11 Mayhew Street, Dorchester, MA 02125"
12,"42.323 -71.087","-71.087","42.323",27,48,52,4,25,4,25,"City on a Hill Charter Public School Circuit Street (District) - City on a Hill Charter Public School Circuit Street","58 Circuit Street, Roxbury, MA 02119"
12,"42.327 -71.081","-71.081","42.327",33,104,166,62,133,62,133,"Boston Day and Evening Academy Charter - Boston Day and Evening Academy Charter School","20 Kearsarge Ave, Roxbury, MA 02119"
12,"42.329 -71.086","-71.086","42.329",346,286,224,-62,-122,62,122,"Boston - Madison Park High","75 Malcolm X Blvd, Roxbury, MA 02120"
12,"42.331 -71.088","-71.088","42.331",210,230,238,8,28,8,28,"Boston - OBryant School Math/Science","55 Malcolm X Blvd, Roxbury, MA 02120"
12,"42.332 -71.044","-71.044","42.332",95,144,0,-144,-95,144,95,"Boston - Odyssey High School","95 G Street, South Boston, MA 02127"
12,"42.337 -71.101","-71.101","42.337",391,397,363,-34,-28,34,28,"Boston - Boston Latin","78 Avenue Louis Pasteur, Boston, MA 02115"
12,"42.340 -71.084","-71.084","42.340",18,6,6,0,-12,0,12,"Boston - Carter Develop Day Care","396 Northampton Street, Boston, MA 02118"
12,"42.340 -71.094","-71.094","42.340",42,46,87,41,45,41,45,"Edward M. Kennedy Academy for Health Careers - Edward M. Kennedy Academy for Health Careers","360 Huntington Avenue, c/o 102 Cahners Hall, Boston, MA 02115"
12,"42.344 -71.073","-71.073","42.344",27,47,32,-15,5,15,5,"Boston - William McKinley","90 Warren Avenue, Boston, MA 02116"
12,"42.346 -71.094","-71.094","42.346",154,152,176,24,22,24,22,"Boston - Fenway High School","174 Ipswich Street, Boston, MA 02215"
12,"42.348 -71.068","-71.068","42.348",117,149,133,-16,16,16,16,"Boston - Boston Adult Academy","20 Church St, Back Bay, MA 02116"
12,"42.348 -71.069","-71.069","42.348",0,46,58,12,58,12,58,"Boston - Quincy Upper School","152 Arlington Street, Boston, MA 02116"
12,"42.349 -71.145","-71.145","42.349",272,344,245,-99,-27,99,27,"Boston - Brighton High","25 Warren Street, Brighton, MA 02135"
12,"42.350 -71.077","-71.077","42.350",88,64,67,3,-21,3,21,"Boston - Snowden International School at Copley","150 Newbury Street, Boston, MA 02116"
12,"42.350 -71.145","-71.145","42.350",50,53,135,82,85,82,85,"Boston - Another Course To College","20 Warren Street, Brighton, MA 02135"
12,"42.351 -71.137","-71.137","42.351",9,4,11,7,2,7,2,"Boston - Horace Mann School for the Deaf","40 Armington  Street, Allston, MA 02134"
12,"42.352 -71.120","-71.120","42.352",28,46,57,11,29,11,29,"Media and Technology Charter - Media and Technology Charter School","1001 Commonwealth Avenue, Boston, MA 02215"
12,"42.352 -71.160","-71.160","42.352",0,0,32,32,32,32,32,"Boston - Lyon Upper 9-12","95 Beechcroft Street, Brighton, MA 02135"
12,"42.380 -71.034","-71.034","42.380",287,368,360,-8,73,8,73,"Boston - East Boston High","86 White Street, East Boston, MA 02128"
12,"42.380 -71.060","-71.060","42.380",286,236,220,-16,-66,16,66,"Boston - Charlestown High","240 Medford Street, Charlestown, MA 02129"
